Version,Model,ROC_AUC,PR_AUC,Precision,Recall,F1,TN,FP,FN,TP
V2,Random Forest,0.9775992526245556,0.3007973258301652,0.21287128712871287,0.7288135593220338,0.32950191570881227,28343,159,16,43
