Version,Model,ROC_AUC,PR_AUC,Precision,Recall,F1,TN,FP,FN,TP
V1,Logistic Regression,0.9703749603060862,0.23369669362394643,0.05549845837615622,0.9152542372881356,0.10465116279069768,27583,919,5,54
V1,Random Forest,0.9769415527188696,0.2615649991902838,0.1,0.864406779661017,0.17926186291739896,28043,459,8,51
